female	married	nevermar	wkswork	wsal	age	hsdeg	somecol	colldeg	msdoc	hrswkd	nonwht	hispanic	stateid
1	0	1	50	90000	37	0	0	0	1	36	0	0	49
1	1	0	52	94000	48	0	0	0	1	40	0	0	49
1	1	0	52	26000	59	0	1	0	0	40	0	0	49
0	1	0	52	45000	52	1	0	0	0	60	0	0	49
0	1	0	52	30000	27	0	0	0	0	50	0	0	49
0	0	1	52	27000	28	0	1	0	0	50	0	0	49
0	0	1	52	57800	30	1	0	0	0	40	0	0	49
0	0	1	52	12000	28	1	0	0	0	40	0	1	49
1	1	0	52	9000	45	1	0	0	0	40	1	1	49
0	1	0	52	72000	47	0	1	0	0	50	0	0	49
0	1	0	52	25000	31	0	1	0	0	45	0	0	49
0	1	0	52	80000	54	1	0	0	0	40	0	0	49
0	1	0	52	45000	26	0	0	1	0	40	0	0	49
1	0	0	52	28000	56	1	0	0	0	40	0	0	49
0	0	1	52	25000	27	0	0	0	0	35	0	0	49
0	1	0	52	230000	39	0	0	0	1	50	0	0	49
1	1	0	52	60000	27	1	0	0	0	40	0	1	49
0	1	0	52	42000	30	0	0	0	0	40	0	1	49
1	1	0	52	45000	28	0	1	0	0	40	0	0	49
0	1	0	52	45000	30	0	1	0	0	40	0	0	49
0	0	0	52	30000	49	0	0	0	0	40	0	1	49
0	1	0	52	110000	30	0	1	0	0	40	0	0	49
0	1	0	52	60000	46	0	1	0	0	46	0	1	49
1	1	0	52	20000	46	0	0	1	0	40	0	1	49
0	1	0	52	55000	39	1	0	0	0	40	0	1	49
1	1	0	52	23000	35	1	0	0	0	40	0	0	49
1	0	1	52	43000	27	0	0	1	0	75	0	1	49
0	1	0	52	400000	45	0	0	1	0	70	0	1	49
0	1	0	52	27000	44	0	0	1	0	45	0	1	49
1	1	0	50	45000	44	0	0	1	0	38	0	1	49
0	0	0	50	40000	44	0	0	0	0	40	0	1	49
1	1	0	52	9000	52	1	0	0	0	40	0	1	49
0	1	0	52	35000	46	0	1	0	0	40	0	1	49
1	1	0	50	35000	31	1	0	0	0	40	0	1	49
0	1	0	52	75000	47	0	0	0	1	40	0	1	49
0	1	0	52	35000	41	0	0	0	0	40	0	1	49
1	1	0	48	24000	43	0	0	0	0	40	0	1	49
0	1	0	52	1100	51	0	0	0	0	35	0	1	49
0	1	0	52	64000	28	0	0	1	0	40	0	0	49
1	0	0	52	80000	46	0	0	0	1	50	0	0	49
0	1	0	52	220000	49	0	0	1	0	45	0	0	49
